city,lat,lng,country
"Tagaytay, Cavite",14.1,120.93,Philippines
"Dapitan, Zamboanga del Norte",8.6549,123.4243,Philippines
"Pandacan, Manila",14.594,121.007,Philippines
"Nabunturan, Davao de Oro",7.6008,125.9656,Philippines
"Bais, Negros Oriental",9.5907,123.1213,Philippines
"Science City of Munoz, Nueva Ecija",15.7153,120.9039,Philippines
"Bolinao, Pangasinan",16.3881,119.8947,Philippines
"Taytay, Palawan",10.82,119.52,Philippines
"Maco, Davao de Oro",7.3619,125.8553,Philippines
"Siaton, Negros Oriental",9.07,123.03,Philippines
"San Antonio, Nueva Ecija",15.3078,120.8533,Philippines
"Mabinay, Negros Oriental",9.73,122.92,Philippines
"Tanjay, Negros Oriental",9.52,123.16,Philippines
"Calatrava, Negros Occidental",10.6,123.48,Philippines
"Carmen, Davao del Norte",7.3606,125.7064,Philippines
"Ubay, Bohol",10.056,124.4729,Philippines
"Banco Filipino International Village, Las Piñas",14.4499,120.9996,Philippines
"Siasi, Sulu",5.5462,120.8145,Philippines
"Matalam, Cotabato",7.08,124.9,Philippines
"Buhi, Camarines Sur",13.4347,123.5167,Philippines
"Lambunao, Iloilo",11.05,122.48,Philippines
Bulacan,14.7928,120.8789,Philippines
"Kapalong, Davao del Norte",7.5854,125.7052,Philippines
"San Francisco, Agusan del Sur",8.51,125.98,Philippines
"Malapatan, Sarangani",5.97,125.28,Philippines
"Barili, Cebu",10.12,123.53,Philippines
"Cabadbaran, Agusan del Norte",9.12,125.53,Philippines
"Tagoloan, Misamis Oriental",8.53,124.75,Philippines
"San Jose, Batangas",13.8772,121.105,Philippines
"Paco, Manila",14.583,120.983,Philippines
"Poblacion, Sultan Kudarat",6.8,124.63,Philippines
"Patikul, Sulu",6.07,121.1,Philippines
"Robles, Negros Occidental",10.35,123.07,Philippines
"San Isidro, Parañaque",14.4685,121.0118,Philippines
"Mangatarem, Pangasinan",15.7874,120.2921,Philippines
"Jaen, Nueva Ecija",15.3392,120.9069,Philippines
"Carmen, Cotabato",7.2,124.78,Philippines
"Pagbilao, Quezon",13.972,121.687,Philippines
"Bauang, La Union",16.53,120.33,Philippines
"Pototan, Iloilo",10.95,122.63,Philippines
"Limay, Bataan",14.5619,120.5983,Philippines
"Bamban, Tarlac",15.2742,120.5669,Philippines
"Argao, Cebu",9.88,123.6,Philippines
"Macabebe, Pampanga",14.9081,120.7156,Philippines
"Narra, Palawan",9.28,118.42,Philippines
"Santa Catalina, Negros Oriental",9.3331,122.8658,Philippines
"Hermosa, Bataan",14.83,120.5,Philippines
"Bustos, Bulacan",14.95,120.92,Philippines
"Kabacan, Cotabato",7.12,124.82,Philippines
"Umingan, Pangasinan",15.9289,120.8419,Philippines
"Talakag, Bukidnon",8.2319,124.6025,Philippines
"Balagtas, Bulacan",14.8145,120.9085,Philippines
"Bongabong, Oriental Mindoro",12.7469,121.4881,Philippines
"Virac, Catanduanes",13.58,124.23,Philippines
"Palo, Leyte",11.1583,124.9917,Philippines
"Infanta, Quezon",14.7425,121.6494,Philippines
"Manaoag, Pangasinan",16.0439,120.4856,Philippines
"Pilar, Sorsogon",12.9244,123.6756,Philippines
"Santa Rosa, Nueva Ecija",15.4239,120.9389,Philippines
"Pinamungahan, Cebu",10.27,123.58,Philippines
"Libon, Albay",13.3,123.4333,Philippines
"Bugallon, Pangasinan",15.92,120.18,Philippines
"Pozorrubio, Pangasinan",16.12,120.55,Philippines
"Esperanza, Sultan Kudarat",6.7167,124.5167,Philippines
"Dalaguete, Cebu",9.7612,123.5349,Philippines
"Balingasag, Misamis Oriental",8.75,124.78,Philippines
"Brookes Point, Palawan",8.78,117.83,Philippines
"Dumangas, Iloilo",10.83,122.72,Philippines
"Alicia, Isabela",16.7787,121.6972,Philippines
"Tupi, South Cotabato",6.33,124.95,Philippines
"Lala, Lanao del Norte",7.97,123.75,Philippines
"Jose Abad Santos, Davao Occidental",5.92,125.65,Philippines
"Bula, Camarines Sur",13.4694,123.2775,Philippines
"Catanauan, Quezon",13.5917,122.325,Philippines
"Carles, Iloilo",11.57,123.13,Philippines
"San Dionisio, Parañaque",14.4839,120.9925,Philippines
"Bacacay, Albay",13.2925,123.7917,Philippines
"Sipalay, Negros Occidental",9.75,122.4,Philippines
"Oroquieta, Misamis Occidental",8.48,123.8,Philippines
"San Fernando, Cebu",10.17,123.7,Philippines
"Camalig, Albay",13.13,123.67,Philippines
"Borongan, Eastern Samar",11.6094,125.4361,Philippines
"Gumaca, Quezon",13.921,122.1002,Philippines
"Calauag, Quezon",13.9575,122.2875,Philippines
"Pililla, Rizal",14.48,121.3,Philippines
"Parang, Sulu",5.92,120.92,Philippines
"Binalbagan, Negros Occidental",10.2,122.87,Philippines
"Goa, Camarines Sur",13.6983,123.4889,Philippines
"Talibon, Bohol",10.12,124.28,Philippines
"Morong, Rizal",14.5127,121.2385,Philippines
"Mauban, Quezon",14.1911,121.7308,Philippines
"Alabang, Muntinlupa",14.4184,121.0385,Philippines
"Tumauini, Isabela",17.27,121.8,Philippines
"Poblacion, Cebu",10.25,123.95,Philippines
"Pavia, Iloilo",10.775,122.5417,Philippines
"Aliaga, Nueva Ecija",15.5036,120.845,Philippines
"Orani, Bataan",14.8,120.53,Philippines
"Rizal, Nueva Ecija",15.71,121.1047,Philippines
"Tinambac, Camarines Sur",13.8183,123.3244,Philippines
"San Antonio, Parañaque",14.4656,121.0311,Philippines
"Roxas, Palawan",10.3197,119.3408,Philippines
"Victoria, Tarlac",15.5781,120.6819,Philippines
"Don Carlos, Bukidnon",7.6808,124.9953,Philippines
"Cawayan, Masbate",11.9303,123.7689,Philippines
"San Pascual, Batangas",13.8,121.03,Philippines
"La Paz, Tarlac",15.4431,120.7289,Philippines
"Bagumbayan, Maguindanao",6.5339,124.5633,Philippines
"Buenavista, Agusan del Norte",8.97,125.41,Philippines
"Aparri, Cagayan",18.3575,121.6372,Philippines
"Indang, Cavite",14.2,120.88,Philippines
"Alamada, Cotabato",7.3868,124.5534,Philippines
"San Leonardo, Nueva Ecija",15.3611,120.9622,Philippines
"Mamungan, Lanao del Norte",8.12,124.22,Philippines
"Tangub, Misamis Occidental",8.0667,123.75,Philippines
"Sipocot, Camarines Sur",13.7675,122.9783,Philippines
"Tuburan, Cebu",10.73,123.83,Philippines
"Miagao, Iloilo",10.6442,122.2352,Philippines
"Cuyapo, Nueva Ecija",15.7778,120.6608,Philippines
"Castillejos, Zambales",14.93,120.2,Philippines
"Bayombong, Nueva Vizcaya",16.48,121.15,Philippines
"Santa Barbara, Iloilo",10.8231,122.5344,Philippines
"Bay, Laguna",14.18,121.28,Philippines
"Pikit, Cotabato",7.05,124.67,Philippines
"Lupon, Davao Oriental",6.8969,126.0117,Philippines
"Bongabon, Nueva Ecija",15.6321,121.1448,Philippines
"Janiuay, Iloilo",10.95,122.5,Philippines
"Botolan, Zambales",15.2896,120.0245,Philippines
"Rosales, Pangasinan",15.8944,120.6328,Philippines
"La Carlota, Negros Occidental",10.42,122.92,Philippines
"San Mateo, Isabela",16.88,121.58,Philippines
"Opol, Misamis Oriental",8.52,124.57,Philippines
"Oas, Albay",13.2589,123.4953,Philippines
"Agoo, La Union",16.322,120.3647,Philippines
"Lantapan, Bukidnon",8,125.0233,Philippines
"Coron, Palawan",12,120.2,Philippines
"Roxas, Isabela",17.12,121.62,Philippines
"Kiamba, Sarangani",5.9912,124.6257,Philippines
"San Remigio, Cebu",11,123.95,Philippines
"Lutayan, Maguindanao",6.6,124.85,Philippines
"Angat, Bulacan",14.9281,121.0293,Philippines
"Solano, Nueva Vizcaya",16.5183,121.1811,Philippines
"Quezon, Palawan",9.235,117.9967,Philippines
"Tigbauan, Iloilo",10.6747,122.3776,Philippines
Pateros,14.5448,121.0671,Philippines
"San Jose, Antique",10.7433,121.9411,Philippines
"Villasis, Pangasinan",15.9,120.58,Philippines
"Maasin, Sarangani",5.87,125,Philippines
"Nagcarlan, Laguna",14.1364,121.4165,Philippines
"Isabela, Negros Occidental",10.2,122.98,Philippines
"Hilongos, Leyte",10.37,124.75,Philippines
"Malvar, Batangas",14.0417,121.1583,Philippines
"Sibulan, Negros Oriental",9.35,123.28,Philippines
"Saravia, Negros Occidental",10.88,122.97,Philippines
"Atimonan, Quezon",14.0036,121.9199,Philippines
"Teresa, Rizal",14.5586,121.2083,Philippines
"Tuao, Cagayan",17.735,121.4553,Philippines
"Santa Cruz, Zambales",15.77,119.92,Philippines
"Sibalom, Antique",10.7883,122.0175,Philippines
"Jose Panganiban, Camarines Norte",14.2922,122.6928,Philippines
"San Fernando, Bukidnon",7.9178,125.3286,Philippines
"Calinog, Iloilo",11.13,122.5,Philippines
"Moncada, Tarlac",15.7331,120.5725,Philippines
"Bansalan, Davao del Sur",6.78,125.22,Philippines
"Tandag, Surigao del Sur",9.0789,126.1986,Philippines
"Kapatagan, Lanao del Norte",7.9,123.77,Philippines
"Aurora, Quezon",13.35,122.52,Philippines
"Cambanugoy, Davao del Norte",7.5386,125.7508,Philippines
"Santa Ana, Pampanga",15.0939,120.7681,Philippines
"Itogon, Benguet",16.37,120.67,Philippines
"Baao, Camarines Sur",13.4535,123.3654,Philippines
"Taal, Batangas",13.88,120.93,Philippines
"Candon, Ilocos Sur",17.1958,120.4489,Philippines
"Tunasan, Muntinlupa",14.3725,121.0364,Philippines
"Abuyog, Leyte",10.7458,125.0122,Philippines
"Cabatuan, Iloilo",10.88,122.48,Philippines
"Santo Domingo, Nueva Ecija",15.59,120.8786,Philippines
"Tulunan, Cotabato",6.83,124.88,Philippines
"Jinoba-an, Negros Occidental",9.6018,122.4668,Philippines
"Orion, Bataan",14.6206,120.5817,Philippines
"Castilla, Sorsogon",12.9553,123.8764,Philippines
"Laoang, Northern Samar",12.57,125.02,Philippines
"Tigaon, Camarines Sur",13.6319,123.4975,Philippines
"Matanao, Davao del Sur",6.75,125.23,Philippines
"Gubat, Sorsogon",12.9189,124.1231,Philippines
"Rosario, La Union",16.23,120.48,Philippines
"Paracale, Camarines Norte",14.2797,122.7869,Philippines
"San Mariano, Isabela",16.98,122.02,Philippines
"Malay, Aklan",11.8997,121.9094,Philippines
"Obando, Bulacan",14.7083,120.9375,Philippines
"Sigaboy, Davao Oriental",6.6536,126.0717,Philippines
"Ilog, Negros Occidental",10.03,122.77,Philippines
"Ragay, Camarines Sur",13.8217,122.7897,Philippines
"Kananya, Leyte",11.1856,124.5597,Philippines
"Medellin, Cebu",11.1286,123.9622,Philippines
"Maimbung, Sulu",5.93,121.03,Philippines
"Esperanza, Agusan del Sur",8.68,125.65,Philippines
"Alfonso, Cavite",14.1379,120.8552,Philippines
"Irosin, Sorsogon",12.705,124.0319,Philippines
"San Francisco, Cebu",10.65,124.35,Philippines
"San Simon, Pampanga",14.998,120.78,Philippines
"Mansalay, Oriental Mindoro",12.5204,121.4385,Philippines
"Upi, Maguindanao",7.0106,124.1629,Philippines
"Gattaran, Cagayan",18.0611,121.6453,Philippines
"Roxas, Oriental Mindoro",12.58,121.5,Philippines
"Canlaon, Negros Oriental",10.38,123.2,Philippines
"El Salvador, Misamis Oriental",8.57,124.52,Philippines
"Calatagan, Batangas",13.8322,120.6322,Philippines
"Baganga, Davao Oriental",7.5752,126.5585,Philippines
"San Luis, Pampanga",15.04,120.7919,Philippines
"Ibaan, Batangas",13.8176,121.133,Philippines
"Palompon, Leyte",11.05,124.38,Philippines
"Naval, Biliran",11.58,124.45,Philippines
"Barotac Nuevo, Iloilo",10.9,122.7,Philippines
"Masantol, Pampanga",14.9,120.72,Philippines
"New Corella, Davao del Norte",7.5866,125.8237,Philippines
"Cogan, Cebu",10.58,123.97,Philippines
"Dumanjog, Cebu",10.05,123.48,Philippines
"Asingan, Pangasinan",16.0023,120.6695,Philippines
"Milagros, Masbate",12.2192,123.5089,Philippines
"Santa Maria, Davao del Sur",6.55,125.47,Philippines
"Tanauan, Leyte",11.12,125.02,Philippines
Buluan,6.7154,124.7854,Philippines
"Boac, Marinduque",13.45,121.83,Philippines
"Cupang, Muntinlupa",14.4315,121.0486,Philippines
"Alangalang, Leyte",11.2061,124.8478,Philippines
"Uson, Masbate",12.2253,123.7834,Philippines
"Jasaan, Misamis Oriental",8.65,124.75,Philippines
"Hagonoy, Davao del Sur",6.68,125.3,Philippines
"Pinagkaisahan, Makati",14.5229,121.0555,Philippines
"Lagonoy, Camarines Sur",13.7353,123.5208,Philippines
"Basey, Samar",11.2817,125.0683,Philippines
"Pangantocan, Bukidnon",7.8331,124.8294,Philippines
"Ramon, Isabela",16.78,121.53,Philippines
"Tiwi, Albay",13.4585,123.6805,Philippines
"Binalonan, Pangasinan",16.05,120.6,Philippines
"Sucat, Muntinlupa",14.46,121.05,Philippines
"Placer, Masbate",11.8689,123.9167,Philippines
"Lian, Batangas",14.03,120.65,Philippines
"Libungan, Cotabato",7.25,124.52,Philippines
"Magsaysay, Davao del Sur",6.77,125.18,Philippines
"Diffun, Quirino",16.5936,121.5025,Philippines
"Lower Bicutan, Taguig",14.5053,121.0654,Philippines
"General Tinio, Nueva Ecija",15.35,121.05,Philippines
"Poblacion, Cebu",10.47,123.97,Philippines
"Bambang, Nueva Vizcaya",16.3872,121.1075,Philippines
"Paombong, Bulacan",14.8311,120.7892,Philippines
"Iba, Zambales",15.33,119.98,Philippines
"Mulanay, Quezon",13.5222,122.4042,Philippines
"Urbiztondo, Pangasinan",15.8227,120.3295,Philippines
"Batac, Ilocos Norte",18.0554,120.5649,Philippines
"Tatalon, Quezon",14.6242,121.0153,Philippines
"Asturias, Cebu",10.5679,123.7172,Philippines
"Mercedes, Camarines Norte",14.1093,123.0109,Philippines
"Manapla, Negros Occidental",10.958,123.123,Philippines
"Santa Cruz, Marinduque",13.48,122.03,Philippines
"Carigara, Leyte",11.3,124.68,Philippines
"Sara, Iloilo",11.25,123.02,Philippines
"Pila, Laguna",14.23,121.37,Philippines
"Masinloc, Zambales",15.53,119.95,Philippines
"Pontevedra, Negros Occidental",10.37,122.88,Philippines
"Trento, Agusan del Sur",8.05,126.06,Philippines
"Tapas, Capiz",11.2622,122.5369,Philippines
"San Isidro, Nueva Ecija",15.3097,120.9069,Philippines
"San Manuel, Pangasinan",16.0656,120.6667,Philippines
"Don Bosco, Parañaque",14.4817,121.0258,Philippines
"Tagkawayan, Quezon",13.97,122.53,Philippines
"Titay, Zamboanga Sibugay",7.8703,122.5594,Philippines
"Minalabac, Camarines Sur",13.57,123.1844,Philippines
"Vigan, Ilocos Sur",17.5747,120.3869,Philippines
"Cabagan, Isabela",17.43,121.77,Philippines
"Impasugong, Bukidnon",8.3028,125.0014,Philippines
"Magpet, Cotabato",7.12,125.12,Philippines
"Kitaotao, Bukidnon",7.6406,125.0086,Philippines
"Ajuy, Iloilo",11.1725,123.0196,Philippines
"Pasacao, Camarines Sur",13.5103,123.0419,Philippines
"Sibonga, Cebu",10.03,123.57,Philippines
"Guiuan, Eastern Samar",11.03,125.73,Philippines
"Estancia, Iloilo",11.45,123.15,Philippines
"Barobo, Surigao del Sur",8.5292,126.1217,Philippines
"Molave, Zamboanga del Sur",8.0933,123.485,Philippines
"Lucban, Quezon",14.1133,121.5569,Philippines
"Zaragoza, Nueva Ecija",15.4492,120.7933,Philippines
"Aurora, Zamboanga del Sur",7.9484,123.5819,Philippines
"Buenavista, Iloilo",10.7,122.63,Philippines
"Pigcawayan, Cotabato",7.28,124.43,Philippines
"Hamtic, Antique",10.7,121.98,Philippines
"San Joaquin, Iloilo",10.6,122.08,Philippines
"Bani, Pangasinan",16.1869,119.8592,Philippines
"President Roxas, Cotabato",7.1544,125.0558,Philippines
"Burauen, Leyte",10.98,124.9,Philippines
"Dauis, Bohol",9.625,123.865,Philippines
"Claveria, Misamis Oriental",8.61,124.8947,Philippines
"Ibajay, Aklan",11.8211,122.1617,Philippines
"Sison, Pangasinan",16.17,120.52,Philippines
"Naguilian, La Union",16.53,120.4,Philippines
"Victoria, Oriental Mindoro",13.1719,121.2756,Philippines
"Bato, Camarines Sur",13.3578,123.3678,Philippines
"Leon, Iloilo",10.7808,122.3894,Philippines
"Padre Garcia, Batangas",13.88,121.22,Philippines
"Caramoan, Camarines Sur",13.7707,123.8631,Philippines
"Santa Ignacia, Tarlac",15.62,120.43,Philippines
"Alaminos, Laguna",14.0635,121.2451,Philippines
"Bantacan, Davao de Oro",7.5483,126.1381,Philippines
"Ocampo, Camarines Sur",13.5594,123.3761,Philippines
"San Narciso, Quezon",13.5677,122.5667,Philippines
"Kalamansig, Sultan Kudarat",6.57,124.05,Philippines
"Mabini, Batangas",13.7496,120.9405,Philippines
"Cataingan, Masbate",12.0028,123.9944,Philippines
"Gloria, Oriental Mindoro",12.9722,121.4778,Philippines
"El Nido, Palawan",11.1956,119.4075,Philippines
"Bangued, Abra",17.6,120.62,Philippines
"Aringay, La Union",16.3982,120.3555,Philippines
"Wao, Lanao del Sur",7.6404,124.7257,Philippines
"Amulung, Cagayan",17.8387,121.7235,Philippines
"Penablanca, Cagayan",17.6258,121.7853,Philippines
"Donsol, Sorsogon",12.9083,123.5981,Philippines
"Cardona, Rizal",14.4861,121.2289,Philippines
"Tubod, Lanao del Norte",8.05,123.8,Philippines
"Pananaw, Sulu",5.98,121.25,Philippines
"Pontevedra, Capiz",11.48,122.83,Philippines
"Bignay, Caloocan",14.7456,120.9961,Philippines
"Rosario, Agusan del Sur",8.38,126,Philippines
"Dumarao, Capiz",11.2631,122.6878,Philippines
"Noveleta, Cavite",14.43,120.88,Philippines
"Kiblawan, Davao del Sur",6.62,125.22,Philippines
"Bagumbayan, Taguig",14.4744,121.0569,Philippines
"Odiongan, Romblon",12.4,122,Philippines
"Carmen, Bohol",9.82,124.2,Philippines
"Malabang, Lanao del Sur",7.5933,124.0722,Philippines
"Pio Duran, Albay",13.03,123.45,Philippines
"Vinzons, Camarines Norte",14.1739,122.9081,Philippines
"Dulag, Leyte",10.9525,125.0317,Philippines
"Libona, Bukidnon",8.3333,124.7433,Philippines
"Alcala, Pangasinan",15.8468,120.5218,Philippines
"Panay, Capiz",11.5553,122.7931,Philippines
"Dumingag, Zamboanga del Sur",8.155,123.345,Philippines
"Lal-lo, Cagayan",18.2,121.6622,Philippines
"Barotac Viejo, Iloilo",11.05,122.85,Philippines
"Inabanga, Bohol",10.03,124.07,Philippines
"Siocon, Zamboanga del Norte",7.7067,122.1361,Philippines
"Minalin, Pampanga",14.97,120.68,Philippines
"Tuba, Baguio",16.3928,120.5603,Philippines
"Mahayag, Zamboanga del Sur",8.1297,123.4383,Philippines
"Santa Rita, Pampanga",14.9953,120.6153,Philippines
"Bacolor, Pampanga",14.9984,120.6526,Philippines
"Balimbing, Tawi-Tawi",5.0728,119.8847,Philippines
"New Washington, Aklan",11.6483,122.4339,Philippines
"Tibigan, Bohol",9.95,123.97,Philippines
"Mamburao, Occidental Mindoro",13.2233,120.596,Philippines
"Sogod, Southern Leyte",10.38,124.98,Philippines
"Bunawan, Agusan del Sur",8.18,125.99,Philippines
"Malinao, Albay",13.4,123.7,Philippines
"Sumisip, Basilan",6.42,121.98,Philippines
"Albuera, Leyte",10.9186,124.6923,Philippines
"Ayungon, Negros Oriental",9.8584,123.1468,Philippines
"Pilar, Capiz",11.4878,122.9956,Philippines
"Banisilan, Cotabato",7.5,124.7,Philippines
"Kabasalan, Zamboanga Sibugay",7.7968,122.7627,Philippines
"Isabel, Leyte",10.93,124.43,Philippines
"Norala, South Cotabato",6.55,124.67,Philippines
"Montevista, Davao de Oro",7.7053,125.9903,Philippines
"Tuy, Batangas",14.02,120.73,Philippines
"Lower Tungawan, Zamboanga Sibugay",7.6047,122.4228,Philippines
"Cordon, Isabela",16.67,121.45,Philippines
"Pagalungan, Maguindanao",7.0592,124.6987,Philippines
"Pilar, Bataan",14.67,120.57,Philippines
"Talisay, Batangas",14.1,121.02,Philippines
"Narvacan, Ilocos Sur",17.4192,120.4756,Philippines
"Dingle, Iloilo",11.05,122.67,Philippines
"Lupao, Nueva Ecija",15.8794,120.8994,Philippines
"Lumba-a-Bayabao, Lanao del Sur",7.88,124.38,Philippines
"Tantangan, South Cotabato",6.62,124.75,Philippines
"Maluso, Basilan",6.55,121.88,Philippines
"Jones, Isabela",16.5583,121.7,Philippines
"Talagutong, Davao Occidental",6.27,125.67,Philippines
"Palayan City, Nueva Ecija",15.5422,121.0844,Philippines
"Tayug, Pangasinan",16.0267,120.7478,Philippines
"Basud, Camarines Norte",14.07,122.97,Philippines
"Aguilar, Pangasinan",15.8899,120.2379,Philippines
"Angadanan, Isabela",16.7571,121.7479,Philippines
"Maria Aurora, Aurora",15.7967,121.4737,Philippines
"Buguias, Benguet",16.8033,120.8211,Philippines
"Nasipit, Agusan del Norte",8.99,125.34,Philippines
"Manjuyod, Negros Oriental",9.68,123.15,Philippines
"Katipunan, Zamboanga del Norte",8.5134,123.2847,Philippines
"Concepcion, Iloilo",11.2,123.1,Philippines
"Dolores, Eastern Samar",12.0378,125.4828,Philippines
"Upper Bicutan, Taguig",14.4873,121.0503,Philippines
"Culasi, Antique",11.4272,122.056,Philippines
"Banaybanay, Davao Oriental",6.9664,126.0114,Philippines
"San Pascual, Masbate",13.1286,122.9775,Philippines
"Bacnotan, La Union",16.7197,120.3481,Philippines
"Bulalacao, Oriental Mindoro",12.325,121.343,Philippines
"San Jacinto, Pangasinan",16.0725,120.4411,Philippines
"Pagsanjan, Laguna",14.27,121.45,Philippines
"General Mamerto Natividad, Nueva Ecija",15.603,121.051,Philippines
"Labangan, Zamboanga del Sur",7.8667,123.5167,Philippines
"Loon, Bohol",9.8,123.8,Philippines
"Cateel, Davao Oriental",7.79,126.4531,Philippines
"Maitum, Sarangani",6.03,124.48,Philippines
"Central Signal Village, Taguig",14.5115,121.0563,Philippines
"Mandaon, Masbate",12.2259,123.2842,Philippines
"Guinayangan, Quezon",13.9,122.45,Philippines
"San Jose, Camarines Sur",13.6981,123.5186,Philippines
"Labason, Zamboanga del Norte",8.0647,122.52,Philippines
"Loreto, Agusan del Sur",8.19,125.85,Philippines
"Hinatuan, Surigao del Sur",8.3661,126.3361,Philippines
"Baler, Aurora",15.7583,121.5625,Philippines
"Jaro, Leyte",11.1894,124.7853,Philippines
"Badian, Cebu",9.8694,123.3959,Philippines
"Kalilangan, Bukidnon",7.7464,124.7475,Philippines
"Santa Elena, Camarines Norte",14.1797,122.3919,Philippines
"Roseller Lim, Zamboanga Sibugay",7.6583,122.4639,Philippines
"Guambog, Davao de Oro",7.3092,125.8556,Philippines
"Moises Padilla, Negros Occidental",10.27,123.08,Philippines
"Toboso, Negros Occidental",10.72,123.52,Philippines
"Victoria, Laguna",14.225,121.325,Philippines
"Laurel, Batangas",14.0504,120.9323,Philippines
"South Upi, Maguindanao",6.8548,124.1443,Philippines
"Abucay, Bataan",14.7222,120.5354,Philippines
"Villaba, Leyte",11.22,124.4,Philippines
"Santo Tomas, Pampanga",15,120.75,Philippines
"Nueva Valencia, Guimaras",10.5259,122.5398,Philippines
"Proper Bansud, Oriental Mindoro",12.8594,121.4567,Philippines
"Panitan, Capiz",11.4639,122.7694,Philippines
"Balabac, Palawan",7.98,117.05,Philippines
"Tucuran, Zamboanga del Sur",7.8547,123.5783,Philippines
"Carranglan, Nueva Ecija",15.9608,121.0631,Philippines
"Santa Cruz, Occidental Mindoro",13.0831,120.7192,Philippines
"Santa Rita, Samar",11.4522,124.9408,Philippines
"Llanera, Nueva Ecija",15.6625,121.0197,Philippines
"Polanco, Zamboanga del Norte",8.5319,123.3631,Philippines
"President Quirino, Sultan Kudarat",6.7,124.73,Philippines
"Liloy, Zamboanga del Norte",8.1228,122.6736,Philippines
"Aritao, Nueva Vizcaya",16.2973,121.0338,Philippines
"Claveria, Masbate",12.9035,123.2457,Philippines
"Madridejos, Cebu",11.27,123.73,Philippines
"Matnog, Sorsogon",12.5856,124.0856,Philippines
"Puerto Galera, Oriental Mindoro",13.5,120.9542,Philippines
"Amadeo, Cavite",14.1728,120.9277,Philippines
"Kibawe, Bukidnon",7.5678,124.9903,Philippines
"Quezon, Nueva Ecija",15.5542,120.8111,Philippines
"San Miguel, Surigao del Sur",8.9322,126.0403,Philippines
"Kasibu, Nueva Vizcaya",16.3181,121.2958,Philippines
"Naga, Zamboanga Sibugay",7.7978,122.6944,Philippines
"Gonzaga, Cagayan",18.2614,121.9969,Philippines
"Daram, Samar",11.6341,124.7947,Philippines
"Socorro, Oriental Mindoro",13.0583,121.4117,Philippines
"Anda, Pangasinan",16.2896,119.9491,Philippines
"Tagudin, Ilocos Sur",16.9361,120.4464,Philippines
"Tabogon, Cebu",10.93,124.03,Philippines
"Mondragon, Northern Samar",12.52,124.75,Philippines
"Santa Cruz, Ilocos Sur",17.0853,120.4553,Philippines
"Alcala, Cagayan",17.9031,121.6556,Philippines
"Maayon, Capiz",11.3903,122.7828,Philippines
"Lasam, Cagayan",18.07,121.6,Philippines
"Bacong, Negros Oriental",9.2464,123.2948,Philippines
"San Jose de Urquico, Tarlac",15.4781,120.4639,Philippines
"Mambajao, Camiguin",9.25,124.72,Philippines
"La Libertad, Negros Oriental",10.03,123.22,Philippines
"Tagbina, Surigao del Sur",8.4578,126.1578,Philippines
"Tampakan, South Cotabato",6.45,124.93,Philippines
"Maddela, Quirino",16.3411,121.6833,Philippines
"Malilipot, Albay",13.32,123.73,Philippines
"Santo Tomas, La Union",16.28,120.38,Philippines
"Mobo, Masbate",12.3372,123.6581,Philippines
"Vallehermoso, Negros Oriental",10.33,123.32,Philippines
"Lobo, Batangas",13.6473,121.2104,Philippines
"Mambusao, Capiz",11.43,122.5953,Philippines
"Maragondon, Cavite",14.27,120.73,Philippines
"Nabas, Aklan",11.8278,122.0939,Philippines
"Siay, Zamboanga Sibugay",7.7056,122.8641,Philippines
Romblon,12.55,122.28,Philippines
"San Juan, La Union",16.67,120.33,Philippines
"Rizal, Occidental Mindoro",12.47,120.97,Philippines
"Villanueva, Misamis Oriental",8.58,124.78,Philippines
Leyte,11.37,124.48,Philippines
"Balaoan, La Union",16.82,120.4,Philippines
"Banga, Aklan",11.6389,122.3331,Philippines
"Payabon, Negros Oriental",9.77,123.13,Philippines
"Malalag, Davao del Sur",6.6,125.4,Philippines
"Balud, Masbate",12.0369,123.1935,Philippines
"Taysan, Batangas",13.78,121.2,Philippines
"Dingras, Ilocos Norte",18.1036,120.6975,Philippines
"Valladolid, Negros Occidental",10.47,122.83,Philippines
"Cabatuan, Isabela",16.9589,121.6692,Philippines
"Plaridel, Misamis Occidental",8.6214,123.7101,Philippines
"Panglao, Bohol",9.579,123.745,Philippines
"Tago, Surigao del Sur",9.0192,126.2333,Philippines
"Baco, Oriental Mindoro",13.3584,121.0977,Philippines
"Pamplona, Negros Oriental",9.47,123.12,Philippines
"Santo Nino, South Cotabato",6.43,124.68,Philippines
"Palauig, Zambales",15.4336,119.9083,Philippines
"San Nicolas, Pangasinan",16.07,120.7653,Philippines
"Magsaysay, Occidental Mindoro",12.3117,121.1472,Philippines
"Alimodian, Iloilo",10.8196,122.4322,Philippines
"Veruela, Agusan del Sur",8.07,125.96,Philippines
"Caraga, Davao Oriental",7.3283,126.5658,Philippines
"Buldon, Maguindanao",7.52,124.37,Philippines
"Talacogon, Agusan del Sur",8.45,125.79,Philippines
"Poblacion, Davao de Oro",7.5086,125.9206,Philippines
"Manay, Davao Oriental",7.2108,126.5328,Philippines
"Jordan, Guimaras",10.6,122.6,Philippines
"Kalingalan Caluang, Sulu",5.88,121.27,Philippines
"Lilio, Laguna",14.13,121.436,Philippines
"Siniloan, Laguna",14.42,121.45,Philippines
"Alicia, Zamboanga Sibugay",7.506,122.9412,Philippines
"Sogod, Cebu",10.75,124,Philippines
"Clarin, Misamis Occidental",8.2,123.85,Philippines
